t_s,seq,capture_ms,x_mg,y_mg,z_mg,mag_mg,flags
0.000,32042,3310282,-120,280,1012,1057,VD
0.000,32043,3310302,-112,272,1024,1065,V
0.000,32044,3310323,-84,296,1036,1081,V
0.032,32045,3310343,-108,288,1008,1054,V
0.047,32046,3310363,-92,268,1020,1059,V
0.078,32047,3310383,-104,248,1020,1055,V
0.141,32048,3310403,-92,284,1004,1047,V
0.141,32049,3310424,-84,272,1040,1078,V
0.141,32050,3310444,-76,268,1048,1084,V
0.157,32051,3310464,-36,260,1044,1076,V
0.188,32052,3310485,-60,272,1020,1057,V
0.203,32053,3310505,-64,264,1028,1063,V
0.250,32054,3310525,-60,256,1048,1080,V
0.250,32055,3310545,-68,244,1056,1086,V
0.250,32056,3310566,-40,124,1116,1124,V
0.282,32057,3310586,-8,0,1188,1188,V
0.313,32058,3310607,68,-40,1388,1390,V
0.313,32059,3310627,324,424,1340,1442,V
0.344,32060,3310647,136,1640,1116,1988,V
0.360,32061,3310668,-152,2916,1384,3231,V
0.375,32062,3310687,-1844,4096,2464,5123,V
0.391,32063,3310708,-1008,4672,1288,4950,V
0.422,32064,3310729,-560,4380,-476,4441,V
0.438,32065,3310748,284,2448,-1580,2927,V
0.469,32066,3310769,1816,-264,-1056,2117,V
0.485,32067,3310789,1480,-2460,-2516,3817,V
0.500,32068,3310809,1528,-6068,-1568,6451,V
0.516,32069,3310829,-464,-7480,3336,8203,V
0.547,32070,3310850,-1796,-4228,2092,5048,V
0.547,32071,3310870,892,-2156,572,2402,V
0.578,32072,3310890,980,-1520,1232,2188,V
0.610,32073,3310911,1220,-1192,-168,1714,V
0.625,32074,3310931,888,-816,908,1510,V
0.641,32075,3310951,660,-348,388,841,V
0.657,32076,3310972,440,-148,556,724,V
0.672,32077,3310992,460,12,504,682,V
0.703,32078,3311012,444,112,868,981,V
0.719,32079,3311032,272,184,740,810,V
0.735,32080,3311053,60,392,544,673,V
0.766,32081,3311073,32,644,1000,1190,V
0.782,32082,3311093,228,780,572,994,V
0.828,32083,3311114,172,812,1204,1462,V
0.828,32084,3311134,204,632,1012,1210,V
0.844,32085,3311154,256,504,1228,1352,V
0.875,32086,3311174,172,704,1380,1559,V
0.891,32087,3311195,236,504,1152,1279,V
0.907,32088,3311215,236,324,1084,1156,V
0.953,32089,3311235,220,360,964,1052,V
0.953,32090,3311256,188,372,1076,1154,V
0.969,32091,3311276,212,256,1064,1115,V
1.000,32092,3311297,180,168,1208,1233,V
1.000,32093,3311316,116,236,1068,1100,V
1.032,32094,3311337,44,220,992,1017,V
1.047,32095,3311357,140,124,1180,1195,V
1.063,32096,3311377,124,136,1128,1143,V
1.094,32097,3311398,76,244,920,955,V
1.125,32098,3311418,88,260,1000,1037,V
1.188,32099,3311438,140,144,1124,1142,V
1.188,32100,3311458,140,220,1104,1134,V
1.188,32101,3311480,128,252,1072,1109,V
1.188,32102,3311499,140,256,1108,1146,V
1.219,32103,3311519,56,248,1124,1152,V
1.250,32104,3311540,-8,132,948,957,V
1.250,32105,3311560,36,40,1000,1001,V
1.282,32106,3311580,100,112,1056,1067,V
1.297,32107,3311601,92,268,1008,1047,V
1.297,32108,3311621,56,300,988,1034,V
1.344,32109,3311641,92,272,1116,1152,V
1.375,32110,3311661,120,208,1104,1130,V
1.375,32111,3311682,64,232,952,982,V
1.422,32112,3311702,28,280,932,974,V
1.422,32113,3311722,44,296,1060,1101,V
1.422,32114,3311743,64,252,1100,1130,V
1.469,32115,3311763,48,224,1004,1030,V
1.485,32116,3311784,32,268,940,978,V
1.485,32117,3311803,56,264,1072,1105,V
1.547,32118,3311824,20,244,1028,1057,V
1.547,32119,3311844,32,208,1032,1053,V
1.547,32120,3311864,28,228,1020,1046,V
1.578,32121,3311885,16,216,1044,1066,V
1.610,32122,3311905,-8,216,1036,1058,V
1.657,32123,3311925,-28,220,1052,1075,V
1.657,32124,3311945,-20,192,1028,1046,V
1.657,32125,3311966,-8,160,1028,1040,V
1.703,32126,3311987,-16,188,1056,1073,V
1.703,32127,3312006,20,248,1084,1112,V
1.735,32128,3312027,24,232,1044,1070,V
1.782,32129,3312048,28,208,992,1014,V
1.813,32130,3312067,28,200,1028,1048,V
1.813,32131,3312087,0,188,1044,1061,V
1.813,32132,3312108,20,156,1076,1087,V
1.828,32133,3312128,-8,168,1036,1050,V
1.844,32134,3312148,-40,160,1036,1049,V
1.907,32135,3312169,-4,136,1080,1089,V
1.907,32136,3312189,96,180,1132,1150,V
1.907,32137,3312209,284,328,1196,1272,V
1.969,32138,3312229,432,1036,1176,1626,V
1.969,32139,3312250,552,2092,1520,2644,V
1.969,32140,3312270,528,3740,1360,4014,V
2.016,32141,3312291,168,4184,-388,4205,V
2.016,32142,3312311,-4,4852,-1392,5048,V
2.016,32143,3312331,276,4664,-988,4775,V
2.063,32144,3312351,852,1436,-1636,2338,V
2.063,32145,3312372,2132,-2952,-756,3719,V
2.094,32146,3312392,4512,-7652,-536,8899,V
2.110,32147,3312412,-344,-8000,2580,8413,VS
2.110,32148,3312432,-2684,-5456,4900,7809,V
2.157,32149,3312453,1228,-4224,-468,4424,V
2.172,32150,3312473,3012,-1464,-1396,3628,V
2.172,32151,3312493,2304,-1400,676,2779,V
2.235,32152,3312514,548,-1884,224,1975,V
2.235,32153,3312534,560,-532,196,797,V
2.235,32154,3312554,608,632,168,893,V
2.266,32155,3312574,464,896,1128,1513,V
2.297,32156,3312595,200,620,1020,1210,V
2.297,32157,3312615,-356,504,-1276,1417,V
2.328,32158,3312635,348,1256,1220,1785,V
2.360,32159,3312656,440,1276,712,1526,V
2.391,32160,3312677,400,1100,1764,2117,V
2.391,32161,3312696,156,1072,1268,1668,V
2.422,32162,3312716,136,1112,300,1160,V
2.453,32163,3312738,216,768,848,1164,V
2.453,32164,3312757,152,724,1152,1369,V
2.485,32165,3312777,36,564,980,1131,V
2.516,32166,3312798,24,416,916,1006,V
2.516,32167,3312818,96,184,1092,1112,V
2.532,32168,3312838,128,280,1104,1146,V
2.594,32169,3312858,124,308,1000,1054,V
2.594,32170,3312879,72,304,928,979,V
2.594,32171,3312899,84,172,880,901,V
2.610,32172,3312919,116,164,1056,1075,V
2.657,32173,3312940,112,172,1032,1052,V
2.719,32174,3312960,112,196,872,901,V
2.719,32175,3312980,152,208,952,986,V
2.719,32176,3313001,164,248,1080,1120,V
2.719,32177,3313021,152,240,1008,1047,V
2.750,32178,3313041,124,244,936,975,V
2.750,32179,3313061,52,280,944,986,V
2.766,32180,3313082,40,248,976,1008,V
2.844,32181,3313102,36,180,1120,1135,V
2.844,32182,3313122,40,112,1060,1067,V
2.844,32183,3313143,12,176,1040,1055,V
2.875,32184,3313163,48,240,1108,1135,V
2.875,32185,3313183,44,196,1048,1067,V
2.891,32186,3313203,40,140,984,995,V
2.953,32187,3313224,36,196,1104,1122,V
2.953,32188,3313244,36,224,1148,1170,V
2.953,32189,3313264,12,176,1140,1154,V
2.985,32190,3313285,-8,172,1004,1019,V
3.016,32191,3313305,4,172,936,952,V
3.016,32192,3313325,-4,184,1004,1021,V
3.078,32193,3313345,24,212,1120,1140,V
3.078,32194,3313366,48,208,1120,1140,V
3.078,32195,3313386,-4,208,1040,1061,V
3.110,32196,3313406,16,196,1064,1082,V
3.141,32197,3313428,20,224,1020,1044,V
3.141,32198,3313447,36,216,1036,1059,V
3.188,32199,3313467,16,228,1044,1069,V
3.188,32200,3313487,0,216,1080,1101,V
3.188,32201,3313508,-8,216,1024,1047,V
3.235,32202,3313528,12,200,984,1004,V
3.266,32203,3313548,0,240,992,1021,V
3.266,32204,3313569,0,216,1044,1066,V
3.313,32205,3313589,-8,196,1056,1074,V
3.313,32206,3313609,-24,236,1044,1071,V
3.328,32207,3313629,8,220,1068,1090,V
3.328,32208,3313650,-8,224,1036,1060,V
3.375,32209,3313670,8,200,1032,1051,V
3.375,32210,3313690,-8,224,1028,1052,V
3.438,32211,3313711,-4,232,1076,1101,V
3.438,32212,3313732,-8,228,1044,1069,V
3.438,32213,3313751,-24,184,1012,1029,V
3.500,32214,3313772,-12,208,996,1018,V
3.500,32215,3313792,16,260,1004,1037,V
3.500,32216,3313812,32,268,1032,1067,V
3.563,32217,3313832,20,236,1040,1067,V
3.563,32218,3313853,40,216,1040,1063,V
3.563,32219,3313873,-8,240,1024,1052,V
3.594,32220,3313893,-20,240,1080,1107,V
3.610,32221,3313914,4,228,1108,1131,V
3.610,32222,3313934,-40,208,1112,1132,V
3.672,32223,3313954,-40,184,1088,1104,V
3.672,32224,3313974,-12,200,1100,1118,V
3.672,32225,3313995,80,240,1104,1133,V
3.703,32226,3314015,168,636,1152,1327,V
3.735,32227,3314035,104,1436,1400,2008,V
3.797,32228,3314056,112,2192,1432,2621,V
3.828,32229,3314076,112,3296,300,3312,V
3.828,32230,3314096,112,4124,1208,4299,V
3.828,32231,3314117,368,4136,-64,4153,V
3.828,32232,3314137,912,3080,-1020,3370,V
3.844,32233,3314157,1400,860,-888,1868,V
3.922,32234,3314178,1000,-1004,-1448,2026,V
3.922,32235,3314198,216,-3984,-544,4027,V
3.922,32236,3314218,512,-7132,2160,7469,V
3.953,32237,3314239,-300,-5364,2556,5949,V
3.953,32238,3314258,-1396,-1060,2624,3156,V
3.985,32239,3314280,200,-1792,2056,2735,V
4.032,32240,3314300,808,-624,676,1224,V
4.032,32241,3314319,908,536,-28,1055,V
4.032,32242,3314340,936,852,800,1497,V
4.078,32243,3314360,680,352,936,1209,V
4.078,32244,3314380,204,-264,584,673,V
4.094,32245,3314400,108,-544,1244,1362,V
4.125,32246,3314421,156,-500,1048,1172,V
4.125,32247,3314441,304,-308,768,882,V
4.141,32248,3314461,424,24,1044,1127,V
4.188,32249,3314483,464,104,1348,1429,V
4.188,32250,3314502,340,-300,1792,1848,V
4.203,32251,3314522,184,-196,1044,1078,V
4.250,32252,3314543,216,-60,1392,1410,V
4.250,32253,3314563,148,-32,1024,1035,V
4.282,32254,3314583,200,-60,1076,1096,V
4.313,32255,3314603,172,-132,1100,1121,V
4.313,32256,3314624,192,-152,1060,1088,V
4.344,32257,3314644,180,-92,1032,1052,V
4.375,32258,3314664,140,-56,980,992,V
4.407,32259,3314685,208,-32,752,781,V
4.407,32260,3314705,232,-56,1052,1079,V
4.453,32261,3314725,256,4,936,970,V
4.453,32262,3314745,264,-28,876,915,V
4.453,32263,3314766,200,0,1068,1087,V
4.485,32264,3314787,224,-76,1136,1160,V
4.516,32265,3314807,260,-160,1056,1099,V
4.516,32266,3314827,248,-144,980,1021,V
4.547,32267,3314847,252,-120,1040,1077,V
4.610,32268,3314868,324,-176,1128,1187,V
4.610,32269,3314887,312,-196,1084,1145,V
4.610,32270,3314908,260,-188,868,925,V
4.641,32271,3314929,196,-124,1012,1038,V
4.641,32272,3314948,192,-200,1040,1076,V
4.672,32273,3314969,200,-236,1132,1174,V
4.719,32274,3314989,76,-140,844,859,V
4.719,32275,3315009,40,-68,828,832,V
4.719,32276,3315029,84,-52,916,921,V
4.766,32277,3315050,196,-12,1068,1086,V
4.766,32278,3315070,244,72,1096,1125,V
4.782,32279,3315090,272,112,1088,1127,V
4.844,32280,3315111,196,244,1044,1090,V
4.844,32281,3315131,216,204,904,952,V
4.844,32282,3315151,216,244,952,1006,V
4.875,32283,3315171,268,284,1068,1137,V
4.875,32284,3315192,264,308,1144,1214,V
4.907,32285,3315212,232,292,1084,1146,V
4.969,32286,3315232,76,332,908,970,V
4.969,32287,3315253,28,288,900,945,V
4.969,32288,3315273,72,216,984,1010,V
4.985,32289,3315293,136,208,924,957,V
4.985,32290,3315314,124,320,956,1016,V
5.016,32291,3315334,80,412,1012,1096,V
5.078,32292,3315354,108,384,964,1043,V
5.078,32293,3315374,160,284,924,980,V
5.078,32294,3315395,204,280,1004,1062,V
5.125,32295,3315415,140,388,1000,1082,V
5.157,32296,3315435,100,464,976,1085,V
5.157,32297,3315456,72,428,916,1014,V
5.203,32298,3315476,204,276,972,1031,V
5.203,32299,3315496,188,316,1020,1084,V
5.219,32300,3315516,168,388,1084,1164,V
5.235,32301,3315537,72,396,1080,1153,V
5.266,32302,3315558,36,320,1088,1135,V
5.266,32303,3315577,136,244,1120,1154,V
5.328,32304,3315598,128,280,1056,1100,V
5.328,32305,3315618,120,356,1080,1143,V
5.328,32306,3315638,136,484,1196,1297,V
5.360,32307,3315658,220,368,1200,1274,V
5.438,32308,3315679,160,352,1092,1158,V
5.438,32309,3315699,56,400,1020,1097,V
5.438,32310,3315719,84,292,1048,1091,V
5.438,32311,3315740,44,288,1076,1115,V
5.485,32312,3315760,36,272,1016,1052,V
5.485,32313,3315780,24,276,1048,1084,V
5.500,32314,3315800,36,296,1044,1086,V
5.516,32315,3315821,80,300,1084,1128,V
5.563,32316,3315841,96,340,1040,1098,V
5.563,32317,3315861,84,364,960,1030,V
5.563,32318,3315882,116,312,956,1012,V
5.594,32319,3315902,112,304,996,1047,V
5.625,32320,3315922,148,332,948,1015,V
5.625,32321,3315942,168,468,900,1028,V
5.688,32322,3315963,204,716,776,1075,V
5.688,32323,3315984,196,1268,820,1523,V
5.688,32324,3316003,56,2188,988,2401,V
5.719,32325,3316024,-276,3300,716,3388,V
5.750,32326,3316044,-172,3992,2628,4782,V
5.750,32327,3316064,-644,4260,328,4321,V
5.813,32328,3316085,-172,3408,-268,3423,V
5.813,32329,3316105,704,1772,-88,1909,V
5.813,32330,3316125,1696,-188,284,1730,V
5.844,32331,3316145,1704,-3312,1444,3995,V
5.875,32332,3316166,2540,-6232,2460,7165,V
5.907,32333,3316187,-1164,-4816,792,5018,V
5.907,32334,3316206,-2308,-3728,3152,5400,V
5.922,32335,3316227,160,-2508,3364,4199,V
5.953,32336,3316248,2384,-800,-664,2601,V
5.953,32337,3316267,2788,1276,428,3096,V
5.985,32338,3316288,1184,1304,1048,2050,V
6.016,32339,3316308,588,-4,984,1146,V
6.016,32340,3316328,524,-684,928,1266,V
6.047,32341,3316348,-56,-168,1256,1268,V
6.078,32342,3316369,128,-56,1268,1276,V
6.078,32343,3316389,280,-148,1184,1226,V
6.110,32344,3316409,184,-40,-156,245,V
6.141,32345,3316429,668,160,1856,1979,V
6.141,32346,3316450,428,76,792,903,V
6.172,32347,3316470,420,212,1284,1367,V
6.203,32348,3316490,392,156,1184,1257,V
6.203,32349,3316511,244,12,1052,1080,V
6.235,32350,3316531,116,20,772,781,V
6.266,32351,3316551,136,-28,972,982,V
6.266,32352,3316571,176,-12,988,1004,V
6.282,32353,3316592,164,-8,960,974,V
6.313,32354,3316612,224,36,952,979,V
6.313,32355,3316632,224,112,972,1004,V
6.344,32356,3316653,292,48,1184,1220,V
6.375,32357,3316673,324,52,1256,1298,V
6.375,32358,3316693,316,68,1020,1070,V
6.407,32359,3316714,280,128,952,1001,V
6.438,32360,3316735,324,104,940,1000,V
6.438,32361,3316754,340,32,1068,1121,V
6.500,32362,3316774,304,44,1104,1146,V
6.500,32363,3316795,248,72,932,967,V
6.500,32364,3316815,244,28,944,975,V
6.532,32365,3316835,300,4,1028,1071,V
6.563,32366,3316856,280,44,1048,1086,V
6.625,32367,3316877,292,24,1044,1084,V
6.625,32368,3316896,280,12,1096,1131,V
6.625,32369,3316916,288,-36,1076,1114,V
6.657,32370,3316938,300,-64,1024,1069,V
6.657,32371,3316957,252,12,940,973,V
6.672,32372,3316977,292,-80,896,946,V
6.735,32373,3316998,280,-96,940,986,V
6.735,32374,3317018,220,-72,1008,1034,V
6.735,32375,3317038,212,-72,1048,1072,V
6.766,32376,3317058,156,-84,1032,1047,V
6.766,32377,3317079,176,-140,932,959,V
6.782,32378,3317099,164,-164,980,1007,V
6.844,32379,3317119,144,-72,1092,1104,V
6.844,32380,3317140,80,-40,952,956,V
6.844,32381,3317160,104,-64,844,853,V
6.891,32382,3317180,164,-40,956,971,V
6.891,32383,3317200,228,64,1108,1133,V
6.922,32384,3317221,228,152,1096,1130,V
6.969,32385,3317241,164,176,932,963,V
6.969,32386,3317261,72,156,980,995,V
6.969,32387,3317282,104,144,1080,1095,V
7.016,32388,3317302,60,232,1056,1083,V
7.016,32389,3317322,116,196,976,1002,V
7.032,32390,3317343,168,292,1060,1112,V
7.094,32391,3317363,172,340,1080,1145,V
7.094,32392,3317383,180,332,948,1020,V
7.094,32393,3317403,164,352,912,991,V
7.125,32394,3317424,136,392,892,984,V
7.125,32395,3317444,156,380,900,989,V
7.157,32396,3317464,140,412,940,1036,V
7.219,32397,3317486,144,492,1000,1124,V
7.219,32398,3317505,116,420,940,1036,V
7.219,32399,3317525,168,328,900,973,V
7.250,32400,3317545,192,372,964,1051,V
7.344,32401,3317567,200,440,984,1096,V
7.344,32402,3317586,180,468,924,1051,V
7.344,32403,3317606,172,372,972,1055,V
7.344,32404,3317627,200,312,872,947,V
7.344,32405,3317647,228,380,1032,1123,V
7.375,32406,3317667,184,444,1160,1256,V
7.391,32407,3317688,148,340,1044,1108,V
7.391,32408,3317708,128,296,832,892,V
7.453,32409,3317728,192,264,916,972,V
7.453,32410,3317748,260,324,1240,1308,V
7.453,32411,3317769,268,364,1244,1324,V
7.485,32412,3317790,196,396,992,1086,V
7.516,32413,3317809,140,380,924,1009,V
7.516,32414,3317829,152,292,1004,1057,V
7.578,32415,3317850,160,288,1112,1160,V
7.578,32416,3317870,184,296,1044,1101,V
7.578,32417,3317890,140,308,896,958,V
7.610,32418,3317911,220,284,980,1044,V
7.625,32419,3317931,276,288,1080,1151,V
7.625,32420,3317951,292,356,1076,1170,V
7.688,32421,3317971,244,384,1020,1117,V
7.688,32422,3317992,260,364,988,1085,V
7.688,32423,3318012,232,284,996,1061,V
7.735,32424,3318032,180,264,988,1038,V
7.766,32425,3318053,196,248,976,1026,V
7.766,32426,3318073,216,284,996,1058,V
7.782,32427,3318093,216,316,1012,1082,V
7.813,32428,3318114,196,300,956,1021,V
7.813,32429,3318134,168,264,916,968,V
7.844,32430,3318154,124,252,948,989,V
7.938,32431,3318174,160,288,1032,1083,V
7.938,32432,3318195,188,316,984,1050,V
7.938,32433,3318215,188,376,920,1011,V
7.938,32434,3318235,248,564,884,1078,V
7.938,32435,3318256,224,1176,900,1498,V
7.969,32436,3318276,128,2228,876,2397,V
8.000,32437,3318296,128,3532,140,3537,V
8.032,32438,3318316,152,4092,2136,4618,V
8.063,32439,3318337,-20,3876,1104,4030,V
