t_s,seq,capture_ms,x_mg,y_mg,z_mg,mag_mg,flags
15.672,4241,2746230,4,416,960,1046,V
15.688,4242,2746250,68,300,1120,1161,V
15.734,4243,2746270,16,220,1272,1291,V
15.734,4244,2746290,-20,128,1376,1382,V
15.797,4245,2746311,-40,76,1308,1311,V
15.797,4246,2746331,-72,188,1224,1240,V
15.797,4247,2746351,-124,260,1052,1091,V
15.828,4248,2746372,-160,232,936,978,V
15.844,4249,2746392,-136,172,1004,1028,V
15.844,4250,2746412,-104,184,1000,1022,V
15.922,4251,2746432,-80,296,928,977,V
15.922,4252,2746453,-100,364,936,1009,V
15.922,4253,2746473,-60,244,992,1023,V
15.938,4254,2746493,-76,232,1056,1084,V
16.031,4255,2746514,-76,308,960,1011,V
16.031,4256,2746535,-80,304,1016,1064,V
16.031,4257,2746554,-60,308,1020,1067,V
16.031,4258,2746575,-52,328,1044,1096,V
16.031,4259,2746595,-48,364,1036,1099,V
16.063,4260,2746615,-48,340,864,930,V
16.094,4261,2746635,-52,340,952,1012,V
16.156,4262,2746658,-96,352,912,982,V
16.156,4263,2746676,-104,276,976,1020,V
16.156,4264,2746696,-148,244,924,967,V
16.219,4265,2746718,-120,216,960,991,V
16.219,4266,2746737,-92,280,936,981,V
16.219,4267,2746757,-52,316,900,955,V
16.281,4268,2746778,4,344,896,960,V
16.281,4269,2746798,-4,348,840,909,V
16.281,4270,2746818,0,316,744,808,V
16.313,4271,2746838,-24,292,604,671,V
16.313,4272,2746859,-36,288,364,466,V
16.344,4273,2746879,-148,276,96,328,V
16.391,4274,2746900,-184,176,-204,326,V
16.391,4275,2746919,-292,48,-420,514,V
16.391,4276,2746940,-224,-212,52,313,V
16.422,4277,2746960,-180,-384,-8,424,V
16.422,4278,2746980,-52,-360,-304,474,V
16.453,4279,2747001,48,-260,4,264,V
16.500,4280,2747021,-20,-208,436,483,V
16.500,4281,2747041,-172,-108,640,671,V
16.500,4282,2747061,-16,44,1012,1013,V
16.547,4283,2747082,-116,-660,884,1109,V
16.547,4284,2747102,400,-20,2640,2670,V
16.563,4285,2747122,240,24,2524,2535,V
16.625,4286,2747143,36,-104,2256,2259,V
16.625,4287,2747163,-336,-336,2144,2196,V
16.625,4288,2747183,-336,-600,2288,2389,V
16.672,4289,2747204,-324,-1480,1404,2066,V
16.672,4290,2747224,12,-332,1820,1850,V
16.688,4291,2747244,-72,-4,1936,1937,V
16.750,4292,2747264,-20,-160,1520,1529,V
16.750,4293,2747286,64,-12,1132,1134,V
16.750,4294,2747305,84,172,1024,1042,V
16.781,4295,2747325,120,184,1024,1047,V
16.813,4296,2747345,76,-40,1024,1028,V
16.813,4297,2747366,40,-80,992,996,V
16.875,4298,2747386,24,-52,1080,1082,V
16.875,4299,2747406,-156,-120,1124,1141,V
16.875,4300,2747427,-56,-360,1324,1373,V
16.938,4301,2747447,-44,-288,1216,1250,V
16.938,4302,2747467,-16,-132,1208,1215,V
16.938,4303,2747488,-68,-44,1076,1079,V
17.000,4304,2747508,-44,-184,1036,1053,V
17.000,4305,2747528,-44,-160,988,1002,V
17.000,4306,2747548,-20,-56,1056,1058,V
17.016,4307,2747569,-40,12,1032,1033,V
17.063,4308,2747589,-4,-72,1068,1070,V
17.063,4309,2747609,-100,-84,1096,1104,V
17.078,4310,2747630,-92,-156,996,1012,V
17.109,4311,2747651,-124,-116,1100,1113,V
17.109,4312,2747670,-52,-100,1076,1082,V
17.141,4313,2747690,-48,-48,1040,1042,V
17.172,4314,2747711,-40,-52,1060,1062,V
17.172,4315,2747731,-20,-96,1088,1092,V
17.188,4316,2747751,-16,-72,1100,1102,V
17.234,4317,2747772,-28,-96,1048,1053,V
17.234,4318,2747792,-4,-144,1084,1094,V
17.266,4319,2747812,-12,-116,1032,1039,V
17.297,4320,2747832,-4,-104,1060,1065,V
17.297,4321,2747853,12,-60,1064,1066,V
17.328,4322,2747873,-24,-96,976,981,V
17.359,4323,2747893,-8,-88,980,984,V
17.359,4324,2747914,-16,-36,1064,1065,V
17.375,4325,2747934,-32,-68,1016,1019,V
17.422,4326,2747955,-88,-96,996,1004,V
17.422,4327,2747974,-44,-144,1040,1051,V
17.438,4328,2747995,-28,-92,1116,1120,V
17.469,4329,2748015,12,-72,1092,1094,V
17.500,4330,2748035,-28,-60,1132,1134,V
17.500,4331,2748056,-60,-96,1032,1038,V
17.531,4332,2748076,-36,-156,1084,1096,V
17.563,4333,2748097,-28,-136,1108,1117,V
17.563,4334,2748116,-44,-60,1044,1047,V
17.594,4335,2748137,-48,-108,1040,1047,V
17.625,4336,2748158,-8,-124,1016,1024,V
17.625,4337,2748177,-8,-64,1048,1050,V
17.688,4338,2748198,-8,-56,1016,1018,V
17.688,4339,2748218,-20,-64,972,974,V
17.688,4340,2748238,-20,-44,944,945,V
17.719,4341,2748259,0,-40,1068,1069,V
17.734,4342,2748279,-60,-56,1040,1043,V
17.734,4343,2748299,12,-76,1064,1067,V
17.797,4344,2748319,0,-76,1096,1099,V
17.797,4345,2748340,-36,-100,1088,1093,V
17.797,4346,2748360,0,-80,1072,1075,V
17.859,4347,2748380,0,-64,1020,1022,V
17.859,4348,2748402,20,-104,1092,1097,V
17.859,4349,2748421,0,-108,1028,1034,V
17.922,4350,2748441,-12,-76,1060,1063,V
17.922,4351,2748461,-8,-52,1040,1041,V
17.922,4352,2748482,-16,-52,1036,1037,V
17.953,4353,2748502,20,-92,1048,1052,V
17.984,4354,2748522,0,-28,1024,1024,V
17.984,4355,2748543,-12,-16,1096,1096,V
18.047,4356,2748563,-8,-76,1096,1099,V
18.047,4357,2748583,-12,-96,1080,1084,V
18.047,4358,2748603,20,-68,1124,1126,V
18.078,4359,2748624,28,-60,1256,1258,V
18.109,4360,2748644,76,-36,1400,1403,V
18.109,4361,2748664,100,-20,1708,1711,V
18.172,4362,2748685,192,-232,2456,2474,V
18.172,4363,2748706,264,-464,3384,3426,V
18.203,4364,2748725,-164,-768,3596,3681,V
18.203,4365,2748745,-276,-1296,3728,3956,V
18.219,4366,2748766,-160,-1584,3420,3772,V
18.281,4367,2748787,-112,-1120,1828,2147,V
18.313,4368,2748806,-48,-264,944,981,V
18.313,4369,2748827,-24,-96,100,141,V
18.313,4370,2748848,-16,-280,-64,288,V
18.313,4371,2748867,-124,-412,-624,758,V
18.328,4372,2748887,180,-644,24,669,V
18.359,4373,2748908,-36,-344,-656,742,V
18.359,4374,2748928,68,0,-136,152,V
18.438,4375,2748948,28,4,292,293,V
18.438,4376,2748969,-32,-12,312,314,V
18.438,4377,2748989,-120,104,252,298,V
18.469,4378,2749009,-260,116,68,293,V
18.516,4379,2749030,-276,-24,264,383,V
18.531,4380,2749050,-212,188,620,682,V
18.531,4381,2749070,-60,220,828,859,V
18.547,4382,2749090,-44,472,1188,1279,V
18.547,4383,2749111,-40,532,680,864,V
18.594,4384,2749131,-20,332,928,986,V
18.641,4385,2749151,-44,308,876,930,V
18.641,4386,2749172,-24,380,900,977,V
18.641,4387,2749192,-28,336,956,1014,V
18.672,4388,2749212,-28,224,1056,1080,V
18.672,4389,2749232,-80,228,1044,1072,V
18.766,4390,2749253,-84,276,1000,1041,V
18.766,4391,2749273,-28,224,984,1010,V
18.766,4392,2749293,-28,252,1008,1039,V
18.766,4393,2749314,-36,280,1040,1078,V
18.797,4394,2749334,20,228,1064,1088,V
18.797,4395,2749354,-12,248,1048,1077,V
18.828,4396,2749374,-36,236,1004,1032,V
18.891,4397,2749395,-44,208,968,991,V
18.922,4398,2749416,-32,168,1068,1082,V
18.922,4399,2749435,-28,204,1056,1076,V
18.922,4400,2749456,-12,248,1056,1085,V
18.969,4401,2749477,24,204,1084,1103,V
18.969,4402,2749496,16,256,1008,1040,V
18.969,4403,2749516,28,336,928,987,V
19.000,4404,2749538,-48,324,812,876,V
19.000,4405,2749557,-24,252,1040,1070,V
19.031,4406,2749577,0,208,1124,1143,V
19.063,4407,2749598,-24,236,1084,1110,V
19.063,4408,2749618,-44,216,1084,1106,V
19.125,4409,2749638,-40,100,992,998,V
19.125,4410,2749658,-44,140,1092,1102,V
19.125,4411,2749679,-56,196,1060,1079,V
19.156,4412,2749699,-20,176,1060,1075,V
19.219,4413,2749719,-52,148,1080,1091,V
19.219,4414,2749740,-56,176,1024,1041,V
19.219,4415,2749760,-36,216,996,1020,V
19.250,4416,2749780,-24,228,1004,1030,V
19.250,4417,2749801,-56,240,1092,1119,V
19.297,4418,2749821,-36,212,1020,1042,V
19.328,4419,2749841,-12,204,976,997,V
19.328,4420,2749861,-12,216,948,972,V
19.328,4421,2749882,-40,252,972,1005,V
19.359,4422,2749903,-52,216,908,935,V
19.359,4423,2749922,-16,236,852,884,V
19.391,4424,2749943,20,272,764,811,V
19.422,4425,2749963,-12,280,660,717,V
19.422,4426,2749983,-76,232,508,564,V
19.484,4427,2750003,-176,132,220,311,V
19.484,4428,2750024,-136,116,-124,218,V
19.484,4429,2750044,-92,280,-116,317,V
19.516,4430,2750064,-164,184,-204,320,V
19.578,4431,2750085,-224,-144,-32,268,V
19.578,4432,2750106,-316,-360,-488,684,V
19.578,4433,2750125,-252,-352,-52,436,V
19.609,4434,2750145,52,-292,468,554,V
19.641,4435,2750167,340,20,420,541,V
19.641,4436,2750186,-24,476,536,717,V
19.703,4437,2750207,0,-80,1356,1358,V
19.703,4438,2750227,168,-544,2144,2218,V
19.703,4439,2750247,272,-676,3252,3333,V
19.719,4440,2750267,540,-460,3596,3665,V
19.750,4441,2750287,512,-300,3052,3109,V
19.750,4442,2750308,376,-204,2420,2458,V
19.813,4443,2750328,92,-84,2176,2180,V
19.813,4444,2750348,-92,-112,1752,1758,V
19.813,4445,2750369,-64,-48,1488,1490,V
19.844,4446,2750389,60,48,1496,1498,V
19.875,4447,2750409,116,40,1244,1250,V
19.875,4448,2750429,144,72,1004,1017,V
19.938,4449,2750450,228,152,1104,1137,V
19.938,4450,2750470,152,140,1040,1060,V
19.938,4451,2750490,48,40,1020,1022,V
19.969,4452,2750511,4,-68,980,982,V
20.000,4453,2750531,96,-100,1048,1057,V
20.000,4454,2750551,36,-32,1068,1069,V
20.063,4455,2750572,52,-52,1172,1174,V
20.063,4456,2750592,44,-44,1260,1262,V
20.063,4457,2750612,40,-52,1196,1198,V
